REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1949,PEI,"Wheat, all",69,1520,2050,1350,141
1949,QU,Barley,57,1290,31500,24400,1806
1949,QU,"Beans, all dry (white and coloured)",164,1000,550,550,90
1949,QU,Buckwheat,57,1090,22250,20400,1276
1949,QU,Corn for grain,0,0,0,0,0
1949,QU,Corn for silage,0.88,21200,670000,31600,5912
1949,QU,Flaxseed,0,0,0,0,0
1949,QU,Mixed grains,57,1310,103500,78900,5932
1949,QU,Oats,58,950,536100,564900,31284
1949,QU,"Peas, dry",147,975,1800,1850,264
1949,QU,"Rye, all",59,1055,2000,1900,117
1949,QU,Sugar beets,1.43,24900,62200,2500,891
1949,QU,Tame hay,2.39,2690,4170000,1550000,99755
1949,QU,"Wheat, all",67,1230,5900,4800,395
1949,SK,Barley,59,985,718000,728000,42240
1949,SK,Canola (rapeseed),110,950,7700,8100,850
1949,SK,Corn for silage,1.55,500,8000,1600,124
1949,SK,Flaxseed,131,310,15200,49000,1986
1949,SK,Mixed grains,37,1010,8200,8100,307
1949,SK,Oats,48,960,1311000,1368000,62900
1949,SK,"Peas, dry",84,1500,1200,800,101
1949,SK,"Rye, all",47,410,120500,293000,5700
1949,SK,"Rye, fall remaining",47,340,76000,NA,3600
1949,SK,"Rye, spring",47,655,44500,68000,2100
1949,SK,Sunflower seed,0,0,0,0,0
1949,SK,Tame hay,1.67,2800,589000,210000,9816
1949,SK,"Wheat, all",59,795,5062000,6369000,299460
1950,AB,Barley,51,1190,1219000,1025000,61600
1950,AB,Corn for silage,0.82,23330,21000,900,172
1950,AB,Flaxseed,137,535,10200,19000,1400
1950,AB,Mixed grains,44,1260,30200,24000,1317
1950,AB,Mustard seed,NA,NA,NA,NA,0
1950,AB,Oats,45,1120,1188000,1059000,53130
1950,AB,"Peas, dry",105,910,2550,2800,268
1950,AB,"Rye, all",52,745,82700,111000,4290
1950,AB,"Rye, fall remaining",52,785,44000,NA,2277
1950,AB,"Rye, spring",52,705,38700,55000,2013
1950,AB,Sugar beets,2.03,27700,403800,14600,8213
1950,AB,Sunflower seed,0,0,0,0,0
1950,AB,Tame hay,1.92,2700,1243000,460000,23888
1950,AB,"Wheat, all",57,1050,3184000,3035000,182520
1950,BC,Barley,53,1060,10700,10100,566
1950,BC,Corn for silage,0.98,23570,33000,1400,324
1950,BC,Flaxseed,139,485,750,1550,104
1950,BC,Mixed grains,48,2000,2100,1050,101
1950,BC,Oats,47,1155,48100,41700,2247
1950,BC,"Peas, dry",111,1065,1600,1500,177
1950,BC,"Rye, all",56,1250,1000,800,56
1950,BC,Tame hay,2.7,4420,552000,125000,14928
1950,BC,"Wheat, all",59,1035,44900,43300,2653
1950,CA,Barley,52,1385,3646550,2634400,188518
1950,CA,"Beans, all dry (white and coloured)",176,1210,32250,26700,5685
1950,CA,Buckwheat,61,1370,63950,46700,3884
1950,CA,Canola (rapeseed),100,250,50,200,5
1950,CA,Corn for grain,63,2840,357900,126100,22585
1950,CA,Corn for silage,0.59,22910,4279000,186800,25381
1950,CA,Flaxseed,136,535,126000,236400,17196
1950,CA,Mixed grains,49,2230,1282600,575250,63069
1950,CA,Mustard seed,NA,NA,NA,NA,0
1950,CA,Oats,51,1370,6196250,4525950,313875
1950,CA,"Peas, dry",103,1135,17750,15650,1824
1950,CA,"Rye, all",52,720,330900,460400,17204
1950,CA,"Rye, fall remaining",52,710,227700,NA,11887
1950,CA,"Rye, spring",52,740,103200,139400,5317
1950,CA,Soybeans,94,1570,90400,57500,8474
1950,CA,Sugar beets,1.81,24600,1012200,41100,18299
1950,CA,Sunflower seed,86,430,4500,10500,385
1950,CA,Tame hay,2,3250,13457000,4141000,269319
1950,CA,"Wheat, all",57,1150,12696650,11052250,717449
1950,MA,Barley,52,1720,1197000,695000,62700
1950,MA,Buckwheat,61,825,2150,2600,132
1950,MA,Canola (rapeseed),0,0,0,0,0
1950,MA,Corn for grain,37,820,9900,12100,370
1950,MA,Corn for silage,0.88,11180,76000,6800,672
1950,MA,Flaxseed,135,610,79600,131000,10778
1950,MA,Mixed grains,44,1765,23100,13100,1021
1950,MA,Oats,47,1655,1021000,616000,47664
1950,MA,"Peas, dry",75,1425,5700,4000,430
1950,MA,"Rye, all",51,990,33100,33400,1703
1950,MA,"Rye, fall remaining",51,1000,28000,NA,1441
1950,MA,"Rye, spring",51,945,5100,5400,262
1950,MA,Sugar beets,1.71,16600,135900,8200,2322
1950,MA,Sunflower seed,86,430,4500,10500,385
1950,MA,Tame hay,1.44,4640,743000,160000,10712
1950,MA,"Wheat, all",60,1410,1361000,964000,81000
1950,MP,Barley,59,2005,17850,8900,1055
1950,MP,Mixed grains,50,2305,69100,30000,3456
1950,MP,Oats,59,1710,228450,133650,13547
1950,MP,Tame hay,1.82,3040,1281000,422000,23359
1950,MP,"Wheat, all",65,1755,5350,3050,350
1950,NB,Barley,60,2050,9950,4850,593
1950,NB,Buckwheat,62,1665,7000,4200,431
1950,NB,Corn for silage,0,0,0,0,0
1950,NB,Mixed grains,54,2315,4400,1900,238
1950,NB,Oats,58,1715,115200,67200,6723
1950,NB,Tame hay,1.82,2240,423000,189000,7689
1950,NB,"Wheat, all",64,1695,1950,1150,125
1950,NS,Barley,60,2000,3700,1850,221
1950,NS,Corn for silage,0,0,0,0,0
1950,NS,Mixed grains,58,2115,5500,2600,320
1950,NS,Oats,66,1755,42700,24350,2797
1950,NS,"Rye, all",0,0,0,0,0
1950,NS,Tame hay,1.98,4160,599000,144000,11880
1950,NS,"Wheat, all",65,2000,800,400,52
1950,ON,Barley,60,2020,156800,77700,9360
1950,ON,"Beans, all dry (white and coloured)",176,1210,31800,26300,5606
1950,ON,Buckwheat,57,1350,27850,20600,1600
1950,ON,Corn for grain,64,3055,348000,114000,22215
1950,ON,Corn for silage,0.54,24050,3319000,138000,18039
1950,ON,Flaxseed,136,715,11350,15850,1542
1950,ON,Mixed grains,47,2420,996400,411600,46863
1950,ON,Oats,58,1720,1257500,730100,73387
1950,ON,"Peas, dry",110,1075,5750,5350,633
1950,ON,"Rye, all",55,1280,46500,36300,2562
1950,ON,Soybeans,94,1570,90400,57500,8474
1950,ON,Sugar beets,1.72,25700,347300,13500,5969
1950,ON,Tame hay,2,3650,4727000,1295000,94526
1950,ON,"Wheat, all",65,2130,690300,324200,45119
1950,ON,"Wheat, spring",65,1430,30300,21200,1981
1950,ON,"Wheat, winter remaining",65,2180,660000,NA,43138
1950,PP,Barley,51,1360,3418000,2511000,174900
1950,PP,Canola (rapeseed),100,250,50,200,5
1950,PP,Corn for silage,0.9,11160,106000,9500,954
1950,PP,Flaxseed,137,520,113900,219000,15550
1950,PP,Mixed grains,44,1355,63500,46800,2780
1950,PP,Oats,45,1295,3936000,3043000,178074
1950,PP,"Peas, dry",84,1195,8600,7200,726
1950,PP,"Rye, all",51,665,281200,421400,14443
1950,PP,Sugar beets,1.95,23700,539700,22800,10535
1950,PP,Tame hay,1.66,3420,2874000,840000,47806
1950,PP,"Wheat, all",56,1120,11948000,10676000,668800
1950,PEI,Barley,57,1910,4200,2200,241
1950,PEI,Corn for silage,0,0,0,0,0
1950,PEI,Mixed grains,49,2320,59200,25500,2898
1950,PEI,Oats,57,1675,70550,42100,4027
1950,PEI,Tame hay,1.46,2910,259000,89000,3790
1950,PEI,"Wheat, all",67,1735,2600,1500,173
1950,QU,Barley,61,1620,43200,26700,2637
1950,QU,"Beans, all dry (white and coloured)",176,1125,450,400,79
1950,QU,Buckwheat,64,1395,26950,19300,1721
1950,QU,Corn for grain,0,0,0,0,0
1950,QU,Corn for silage,0.74,21660,821000,37900,6064
1950,QU,Flaxseed,0,0,0,0,0
1950,QU,Mixed grains,65,1765,151500,85800,9869
1950,QU,Oats,64,1255,726200,577500,46620
1950,QU,"Peas, dry",160,1125,1800,1600,288
1950,QU,"Rye, all",65,1160,2200,1900,143
1950,QU,Sugar beets,1.43,26100,125200,4800,1795
1950,QU,Tame hay,2.2,2760,4023000,1459000,88700
1950,QU,"Wheat, all",65,1420,8100,5700,527
1950,SK,Barley,50,1265,1002000,791000,50600
1950,SK,Canola (rapeseed),100,250,50,200,5
1950,SK,Corn for silage,1.22,500,9000,1800,110
1950,SK,Flaxseed,140,350,24100,69000,3372
1950,SK,Mixed grains,43,1050,10200,9700,442
1950,SK,Oats,45,1260,1727000,1368000,77280
1950,SK,"Peas, dry",80,875,350,400,28
1950,SK,"Rye, all",51,595,165400,277000,8450
1950,SK,"Rye, fall remaining",51,535,106000,NA,5408
1950,SK,"Rye, spring",51,750,59400,79000,3042
1950,SK,Sunflower seed,0,0,0,0,0
1950,SK,Tame hay,1.49,4040,888000,220000,13206
1950,SK,"Wheat, all",55,1110,7403000,6677000,405280
1951,AB,Barley,50,1855,2286000,1231000,113400
1951,AB,Corn for silage,0.85,10000,8000,800,68
1951,AB,Flaxseed,154,695,38100,55000,5850
1951,AB,Mixed grains,37,1965,64500,32800,2401
1951,AB,Mustard seed,0,485,8000,16500,0
1951,AB,Oats,44,1790,2067000,1155000,91120
1951,AB,"Peas, dry",88,1000,3200,3200,283
1951,AB,"Rye, all",61,1170,134600,115000,8162
1951,AB,"Rye, fall remaining",61,1255,94000,NA,5698
1951,AB,"Rye, spring",61,1015,40600,40000,2464
1951,AB,Sugar beets,1.58,24000,316800,13200,5007
1951,AB,Sunflower seed,0,0,0,0,0
1951,AB,Tame hay,1.96,3990,1957000,490000,38287
1951,AB,"Wheat, all",55,1590,4137000,2600000,229520
1951,BC,Barley,54,2155,28000,13000,1502
1951,BC,Corn for silage,1.11,25330,38000,1500,420
1951,BC,Flaxseed,142,630,1700,2700,241
1951,BC,Mixed grains,46,2370,2250,950,104
1951,BC,Oats,49,1755,73100,41700,3554
1951,BC,"Peas, dry",112,1375,1100,800,123
1951,BC,"Rye, all",59,1500,1500,1000,89
1951,BC,Tame hay,3.2,4030,508000,126000,16240
1951,BC,"Wheat, all",64,1680,68700,40900,4419
1951,CA,Barley,51,1685,5343100,3173400,270237
1951,CA,"Beans, all dry (white and coloured)",154,1425,33500,23550,5151
1951,CA,Buckwheat,62,1315,65800,50000,4077
1951,CA,Canola (rapeseed),78,1040,2700,2600,210
1951,CA,Corn for grain,71,3175,403800,127100,28500
1951,CA,Corn for silage,0.55,21300,3321000,155900,18271
1951,CA,Flaxseed,154,515,240700,469350,36993
1951,CA,Mixed grains,50,2295,1417250,617000,70680
1951,CA,Mustard seed,0,485,8000,16500,0
1951,CA,Oats,49,1580,7616250,4814600,374941
1951,CA,"Peas, dry",103,1350,20450,15150,2116
1951,CA,"Rye, all",61,980,446900,455800,27530
1951,CA,"Rye, fall remaining",62,995,285700,NA,17659
1951,CA,"Rye, spring",61,955,161200,168500,9871
1951,CA,Soybeans,101,1670,104600,62700,10571
1951,CA,Sugar beets,1.65,23300,875800,37600,14440
1951,CA,Sunflower seed,82,390,3400,8700,279
1951,CA,Tame hay,1.68,4300,18317000,4264000,307118
1951,CA,"Wheat, all",57,1475,15068600,10220400,856785
1951,MA,Barley,52,1475,1219000,826000,63280
1951,MA,Buckwheat,63,915,2750,3000,173
1951,MA,Canola (rapeseed),0,0,0,0,0
1951,MA,Corn for grain,39,375,3800,10100,150
1951,MA,Corn for silage,0.89,7970,51000,6400,452
1951,MA,Flaxseed,152,445,118100,265000,17996
1951,MA,Mixed grains,39,1610,21600,13400,845
1951,MA,Oats,46,1345,894000,665000,41180
1951,MA,"Peas, dry",92,1560,9350,6000,858
1951,MA,"Rye, all",62,965,20800,21500,1286
1951,MA,"Rye, fall remaining",62,1000,17000,NA,1055
1951,MA,"Rye, spring",61,845,3800,4500,231
1951,MA,Sugar beets,1.58,21000,161800,7700,2552
1951,MA,Sunflower seed,82,390,3400,8700,279
1951,MA,Tame hay,1.32,3690,590000,160000,7800
1951,MA,"Wheat, all",59,1530,1442000,942000,85330
1951,MP,Barley,58,1810,16300,9000,950
1951,MP,Mixed grains,48,2110,74300,35250,3557
1951,MP,Oats,59,1495,203550,136200,12077
1951,MP,Tame hay,1.6,4230,1698000,401000,27103
1951,MP,"Wheat, all",73,1555,5900,3800,430
1951,NB,Barley,57,1880,10350,5500,595
1951,NB,Buckwheat,63,1670,5350,3200,336
1951,NB,Corn for silage,0,0,0,0,0
1951,NB,Mixed grains,49,2075,5600,2700,275
1951,NB,Oats,58,1450,102550,70800,5918
1951,NB,Tame hay,1.54,4040,720000,178000,11116
1951,NB,"Wheat, all",72,1500,2100,1400,152
1951,NS,Barley,62,1695,3050,1800,190
1951,NS,Corn for silage,0,0,0,0,0
1951,NS,Mixed grains,59,2030,7200,3550,422
1951,NS,Oats,65,1635,40850,24950,2649
1951,NS,"Rye, all",0,0,0,0,0
1951,NS,Tame hay,1.76,4470,626000,140000,11040
1951,NS,"Wheat, all",74,1400,700,500,52
1951,ON,Barley,60,2035,159700,78500,9533
1951,ON,"Beans, all dry (white and coloured)",153,1420,33000,23200,5062
1951,ON,Buckwheat,60,1195,31250,26100,1867
1951,ON,Corn for grain,71,3420,400000,117000,28350
1951,ON,Corn for silage,0.5,22440,2558000,114000,12690
1951,ON,Flaxseed,158,915,24400,26650,3844
1951,ON,Mixed grains,49,2420,1059100,437500,51888
1951,ON,Oats,58,1790,1267700,707800,73161
1951,ON,"Peas, dry",114,1315,4200,3200,480
1951,ON,"Rye, all",66,1305,38300,29300,2515
1951,ON,Soybeans,101,1670,104600,62700,10571
1951,ON,Sugar beets,1.75,24200,309800,12800,5436
1951,ON,Tame hay,1.65,4840,6674000,1378000,110355
1951,ON,"Wheat, all",76,1860,561900,301800,42512
1951,ON,"Wheat, spring",76,1455,25900,17800,1963
1951,ON,"Wheat, winter remaining",76,1885,536000,NA,40549
1951,PP,Barley,50,1670,5094000,3048000,255520
1951,PP,Canola (rapeseed),78,1040,2700,2600,210
1951,PP,Corn for silage,0.9,7850,62000,7900,556
1951,PP,Flaxseed,153,490,214600,440000,32908
1951,PP,Mixed grains,38,1875,107700,57500,4052
1951,PP,Oats,44,1560,5243000,3364000,232940
1951,PP,"Peas, dry",91,1355,13300,9800,1205
1951,PP,"Rye, all",61,955,404200,423500,24736
1951,PP,Sugar beets,1.58,23000,478600,20900,7559
1951,PP,Tame hay,1.77,3940,3470000,880000,61342
1951,PP,"Wheat, all",56,1460,14424000,9869000,808850
1951,PEI,Barley,57,1705,2900,1700,165
1951,PEI,Corn for silage,0,0,0,0,0
1951,PEI,Mixed grains,47,2120,61500,29000,2860
1951,PEI,Oats,58,1485,60150,40450,3510
1951,PEI,Tame hay,1.41,4240,352000,83000,4947
1951,PEI,"Wheat, all",73,1630,3100,1900,226
1951,QU,Barley,61,1810,45100,24900,2732
1951,QU,"Beans, all dry (white and coloured)",178,1430,500,350,89
1951,QU,Buckwheat,64,1495,26450,17700,1701
1951,QU,Corn for grain,0,0,0,0,0
1951,QU,Corn for silage,0.69,20400,663000,32500,4605
1951,QU,Flaxseed,0,0,0,0,0
1951,QU,Mixed grains,64,2025,173900,85800,11079
1951,QU,Oats,64,1465,828900,564900,53209
1951,QU,"Peas, dry",166,1370,1850,1350,308
1951,QU,"Rye, all",66,1450,2900,2000,190
1951,QU,Sugar beets,1.65,22400,87400,3900,1445
1951,QU,Tame hay,1.54,4030,5967000,1479000,92078
1951,QU,"Wheat, all",71,1655,8100,4900,574
1951,SK,Barley,50,1605,1589000,991000,78840
1951,SK,Canola (rapeseed),78,1040,2700,2600,210
1951,SK,Corn for silage,1.2,429,3000,700,36
1951,SK,Flaxseed,155,485,58400,120000,9062
1951,SK,Mixed grains,37,1910,21600,11300,806
1951,SK,Oats,44,1480,2282000,1544000,100640
1951,SK,"Peas, dry",85,1250,750,600,64
1951,SK,"Rye, all",61,865,248800,287000,15288
1951,SK,"Rye, fall remaining",61,810,132000,NA,8112
1951,SK,"Rye, spring",61,940,116800,124000,7176
1951,SK,Sunflower seed,0,0,0,0,0
1951,SK,Tame hay,1.65,4010,923000,230000,15255
1951,SK,"Wheat, all",56,1400,8845000,6327000,494000
1952,AB,Barley,47,1905,2569000,1350000,121540
1952,AB,Corn for silage,0.75,15560,14000,900,105
1952,AB,Flaxseed,122,820,55900,68000,6820
1952,AB,Mixed grains,38,2050,59200,28900,2262
1952,AB,Mustard seed,0,540,9800,18100,0
1952,AB,Oats,38,1900,1989000,1047000,76110
1952,AB,"Peas, dry",110,1175,4000,3400,441
1952,AB,"Rye, all",53,1275,174800,137000,9177
1952,AB,"Rye, fall remaining",53,1320,124000,NA,6517
1952,AB,"Rye, spring",52,1180,50800,43000,2660
1952,AB,Sugar beets,1.77,29200,435300,14900,7716
1952,AB,Sunflower seed,0,0,0,0,0
1952,AB,Tame hay,1.65,3940,2051000,520000,33915
1952,AB,"Wheat, all",56,1805,4681000,2592000,263160
1952,BC,Barley,51,1720,35300,20500,1784
1952,BC,Corn for silage,0.99,28000,42000,1500,414
1952,BC,Flaxseed,128,750,2250,3000,289
1952,BC,Mixed grains,44,2685,2550,950,112
1952,BC,Oats,42,2015,81700,40500,3445
1952,BC,"Peas, dry",100,1820,2000,1100,200
1952,BC,"Rye, all",57,1715,2400,1400,137
1952,BC,Tame hay,2.76,5630,715000,127000,19700
1952,BC,"Wheat, all",57,1550,53700,34700,3058
1952,CA,Barley,49,1850,6348200,3430550,308008
1952,CA,"Beans, all dry (white and coloured)",162,1465,35300,24100,5714
1952,CA,Buckwheat,60,1215,62250,51250,3713
1952,CA,Canola (rapeseed),75,855,6400,7500,478
1952,CA,Corn for grain,57,3660,538000,147000,30535
1952,CA,Corn for silage,0.5,23760,3521000,148200,17738
1952,CA,Flaxseed,124,660,296150,449400,36856
1952,CA,Mixed grains,47,2055,1307400,636000,62027
1952,CA,Mustard seed,0,550,10200,18600,0
1952,CA,Oats,43,1625,7264500,4475400,313487
1952,CA,"Peas, dry",101,1390,26000,18700,2616
1952,CA,"Rye, all",54,1220,609500,500000,33205
1952,CA,"Rye, fall remaining",55,1215,370200,NA,20297
1952,CA,"Rye, spring",54,1225,239300,195400,12908
1952,CA,Soybeans,94,1615,112300,69600,10526
1952,CA,Sugar beets,1.67,24700,928000,37500,15493
1952,CA,Sunflower seed,101,750,900,1200,91
1952,CA,Tame hay,1.56,4160,17891000,4298000,279418
1952,CA,"Wheat, all",58,1805,19105400,10587500,1112865
1952,MA,Barley,51,1765,1546000,876000,78810
1952,MA,Buckwheat,57,980,5200,5300,298
1952,MA,Canola (rapeseed),71,770,2000,2600,142
1952,MA,Corn for grain,43,1750,14000,8000,607
1952,MA,Corn for silage,0.77,11160,96000,8600,742
1952,MA,Flaxseed,126,580,116800,202000,14674
1952,MA,Mixed grains,38,1655,24500,14800,924
1952,MA,Mustard seed,0,800,400,500,0
1952,MA,Oats,40,1535,1002000,652000,40300
1952,MA,"Peas, dry",83,1675,12550,7500,1040
1952,MA,"Rye, all",57,1040,30600,29400,1732
1952,MA,"Rye, fall remaining",57,1040,25000,NA,1420
1952,MA,"Rye, spring",56,1035,5600,5400,312
1952,MA,Sugar beets,1.59,17100,112700,6600,1792
1952,MA,Sunflower seed,101,750,900,1200,91
1952,MA,Tame hay,1.43,3450,586000,170000,8398
1952,MA,"Wheat, all",60,1620,1552000,958000,92910
1952,MP,Barley,59,1515,11000,7250,652
1952,MP,Mixed grains,49,1945,69150,35550,3396
1952,MP,Oats,60,1295,158700,122400,9522
1952,MP,Tame hay,1.46,4840,1917000,396000,27972
1952,MP,"Wheat, all",68,1535,4600,3000,312
1952,NB,Barley,58,1410,5850,4150,340
1952,NB,Buckwheat,57,1130,3450,3050,196
1952,NB,Corn for silage,0,0,0,0,0
1952,NB,Mixed grains,49,1575,4250,2700,208
1952,NB,Oats,58,1145,71700,62750,4138
1952,NB,Tame hay,1.38,4480,793000,177000,10969
1952,NB,"Wheat, all",65,1480,1700,1150,111
1952,NS,Barley,61,1700,2550,1500,155
1952,NS,Corn for silage,0,0,0,0,0
1952,NS,Mixed grains,56,2025,8400,4150,474
1952,NS,Oats,64,1605,35900,22400,2304
1952,NS,"Rye, all",0,0,0,0,0
1952,NS,Tame hay,1.61,5400,745000,138000,11987
1952,NS,"Wheat, all",68,1715,600,350,41
1952,ON,Barley,62,1775,145900,82200,9044
1952,ON,"Beans, all dry (white and coloured)",161,1470,34800,23700,5619
1952,ON,Buckwheat,58,1230,31400,25500,1833
1952,ON,Corn for grain,57,3770,524000,139000,29928
1952,ON,Corn for silage,0.44,25210,2723000,108000,12008
1952,ON,Flaxseed,130,725,22100,30400,2866
1952,ON,Mixed grains,47,2145,979400,456900,45583
1952,ON,Oats,53,1485,1041700,700900,55389
1952,ON,"Peas, dry",118,1045,4900,4700,576
1952,ON,"Rye, all",63,1255,37900,30200,2390
1952,ON,Soybeans,94,1615,112300,69600,10526
1952,ON,Sugar beets,1.58,23500,301200,12800,4769
1952,ON,Tame hay,1.65,4060,5586000,1376000,92355
1952,ON,"Wheat, all",66,2110,586700,277900,39024
1952,ON,"Wheat, spring",66,1390,20700,14900,1376
1952,ON,"Wheat, winter remaining",67,2150,566000,NA,37648
1952,PP,Barley,48,1855,6118000,3296000,294190
1952,PP,Canola (rapeseed),75,855,6400,7500,478
1952,PP,Corn for silage,0.78,11390,115000,10100,897
1952,PP,Flaxseed,124,655,271800,416000,33701
1952,PP,Mixed grains,38,1940,104100,53600,3986
1952,PP,Oats,39,1745,5335000,3060000,206090
1952,PP,"Peas, dry",89,1505,17300,11500,1543
1952,PP,"Rye, all",54,1215,566300,466400,30505
1952,PP,Sugar beets,1.74,25500,548000,21500,9508
1952,PP,Tame hay,1.59,3850,3540000,920000,56243
1952,PP,"Wheat, all",58,1795,18453000,10267000,1069980
1952,PEI,Barley,60,1625,2600,1600,157
1952,PEI,Corn for silage,0,0,0,0,0
1952,PEI,Mixed grains,48,1970,56500,28700,2714
1952,PEI,Oats,60,1370,51100,37250,3080
1952,PEI,Tame hay,1.32,4680,379000,81000,5016
1952,PEI,"Wheat, all",70,1535,2300,1500,160
1952,QU,Barley,62,1545,38000,24600,2338
1952,QU,"Beans, all dry (white and coloured)",190,1250,500,400,95
1952,QU,Buckwheat,62,1275,22200,17400,1386
1952,QU,Corn for grain,0,0,0,0,0
1952,QU,Corn for silage,0.69,22410,641000,28600,4419
1952,QU,Flaxseed,0,0,0,0,0
1952,QU,Mixed grains,59,1710,152200,89000,8950
1952,QU,Oats,60,1175,647400,551600,39041
1952,QU,"Peas, dry",165,1285,1800,1400,297
1952,QU,"Rye, all",60,1450,2900,2000,173
1952,QU,Sugar beets,1.54,24600,78800,3200,1216
1952,QU,Tame hay,1.36,4150,6133000,1479000,83148
1952,QU,"Wheat, all",66,1510,7400,4900,491
1952,SK,Barley,47,1870,2003000,1070000,93840
1952,SK,Canola (rapeseed),76,900,4400,4900,336
1952,SK,Corn for silage,1,833,5000,600,50
1952,SK,Flaxseed,123,680,99100,146000,12207
1952,SK,Mixed grains,39,2060,20400,9900,800
1952,SK,Oats,38,1720,2344000,1361000,89680
1952,SK,"Peas, dry",83,1250,750,600,62
1952,SK,"Rye, all",54,1205,360900,300000,19596
1952,SK,"Rye, fall remaining",54,1165,178000,NA,9660
1952,SK,"Rye, spring",54,1245,182900,147000,9936
1952,SK,Sunflower seed,0,0,0,0,0
1952,SK,Tame hay,1.54,3930,903000,230000,13930
1952,SK,"Wheat, all",58,1820,12220000,6717000,713910
1953,AB,Barley,38,1665,2351000,1412000,89640
1953,AB,Corn for silage,0,0,0,0,0
1953,AB,Flaxseed,93,770,50800,66000,4740
1953,AB,Mixed grains,34,1765,57600,32600,1975
1953,AB,Mustard seed,110,490,8400,17100,926
1953,AB,Oats,36,1810,1727000,954000,61600
1953,AB,"Peas, dry",122,950,2950,3100,360
1953,AB,"Rye, all",30,1335,223300,167000,6688
1953,AB,"Rye, fall remaining",30,1445,175000,NA,5244
1953,AB,"Rye, spring",30,1050,48300,46000,1444
1953,AB,Sugar beets,15.7,27400,383100,14000,6009
1953,AB,Sunflower seed,0,0,0,0,0
1953,AB,Tame hay,13.8,4450,2359000,530000,32500
1953,AB,"Wheat, all",48,1730,4491000,2597000,214500
1953,BC,Barley,39,2150,56800,26400,2217
1953,BC,Corn for silage,8.9,26920,35000,1300,310
1953,BC,Flaxseed,91,935,2800,3000,256
1953,BC,Mixed grains,39,2915,3350,1150,132
1953,BC,Oats,39,2170,86100,39700,3352
1953,BC,"Peas, dry",88,1845,2400,1300,211
1953,BC,"Rye, all",32,1865,2800,1500,90
1953,BC,Tame hay,22.9,5600,700000,125000,16019
1953,BC,"Wheat, all",52,2155,70900,32900,3699
1953,CA,Barley,39,1585,5706050,3604900,224681
1953,CA,"Beans, all dry (white and coloured)",152,1200,32150,26800,4872
1953,CA,Buckwheat,48,1270,77750,61150,3747
1953,CA,Canola (rapeseed),79,935,11100,11900,876
1953,CA,Corn for grain,53,3620,586400,162100,31238
1953,CA,Corn for silage,5.2,22550,3285000,145700,17084
1953,CA,Flaxseed,96,640,247550,386600,23808
1953,CA,Mixed grains,41,2205,1382600,627400,57267
1953,CA,Mustard seed,110,495,8600,17300,946
1953,CA,Oats,41,1600,6383750,3995150,259616
1953,CA,"Peas, dry",75,1355,35750,26350,2682
1953,CA,"Rye, all",32,1200,732700,609400,23609
1953,CA,"Rye, fall remaining",33,1290,524400,NA,17104
1953,CA,"Rye, spring",31,1025,208300,203300,6505
1953,CA,Soybeans,90,1460,136400,93500,12282
1953,CA,Sugar beets,14.8,24700,816800,33100,12061
1953,CA,Sunflower seed,95,1075,2800,2600,266
1953,CA,Tame hay,15.2,4240,18157000,4278000,275211
1953,CA,"Wheat, all",49,1615,17256300,10676450,844503
1953,MA,Barley,42,1390,1328000,957000,55510
1953,MA,Buckwheat,40,970,9000,9300,356
1953,MA,Canola (rapeseed),88,835,1500,1800,132
